depart,from,arrival,to
CCU,3043,CGP,3069
CCU,3043,DAC,3076
CGP,3069,CCU,3043
CGP,3069,DAC,3076
CGP,3069,MCT,2194
CXB,3068,DAC,3076
DAC,3076,BKK,3885
DAC,3076,CCU,3043
DAC,3076,CGP,3069
DAC,3076,CXB,3068
DAC,3076,DXB,2188
DAC,3076,JED,2072
DAC,3076,JSR,3071
DAC,3076,KTM,3125
DAC,3076,KUL,3304
DAC,3076,MCT,2194
DAC,3076,RJH,3072
DAC,3076,SPD,3073
DAC,3076,ZYL,3074
DXB,2188,DAC,3076
JED,2072,DAC,3076
JSR,3071,DAC,3076
KTM,3125,DAC,3076
KUL,3304,DAC,3076
MCT,2194,CGP,3069
MCT,2194,DAC,3076
RJH,3072,DAC,3076
SPD,3073,DAC,3076
ZYL,3074,DAC,3076
YGZ,5498,YRB,128
YRB,128,YGZ,5498
DFW,3670,EZE,3988
EZE,3988,DFW,3670
EZE,3988,JFK,3797
EZE,3988,MIA,3576
EZE,3988,PUJ,1760
JFK,3797,EZE,3988
MIA,3576,EZE,3988
MIA,3576,PUJ,1760
PUJ,1760,EZE,3988
PUJ,1760,MIA,3576
YLW,87,YVR,156
YLW,87,YXY,176
YVR,156,YLW,87
YVR,156,YXY,176
YXY,176,YVR,156
ACA,1783,MEX,1824
ACA,1783,TLC,1850
AGU,1785,MEX,1824
BOG,2709,MEX,1824
CEN,1794,MEX,1824
CJS,1796,MEX,1824
CME,1789,MEX,1824
CPE,1795,MEX,1824
CTM,1793,MEX,1824
CUL,1792,MEX,1824
CUN,1852,MEX,1824
CUN,1852,MTY,1825
CUN,1852,TLC,1850
CUU,1797,MEX,1824
CZM,1800,MEX,1824
GDL,1804,MEX,1824
GDL,1804,MTY,1825
GDL,1804,SJD,1840
GDL,1804,SNA,3867
GDL,1804,TIJ,1847
GUA,1767,MEX,1824
HAV,1909,MEX,1824
HMO,1807,MEX,1824
HUX,1786,MEX,1824
JFK,3797,MEX,1824
LAP,1816,MEX,1824
LAS,3877,MTY,1825
LAS,3877,TLC,1850
MEX,1824,ACA,1783
MEX,1824,AGU,1785
MEX,1824,BOG,2709
MEX,1824,CEN,1794
MEX,1824,CJS,1796
MEX,1824,CME,1789
MEX,1824,CPE,1795
MEX,1824,CTM,1793
MEX,1824,CUL,1792
MEX,1824,CUN,1852
MEX,1824,CUU,1797
MEX,1824,CZM,1800
MEX,1824,GDL,1804
MEX,1824,GUA,1767
MEX,1824,HAV,1909
MEX,1824,HMO,1807
MEX,1824,HUX,1786
MEX,1824,JFK,3797
MEX,1824,LAP,1816
MEX,1824,MIA,3576
MEX,1824,MID,1819
MEX,1824,MTT,1822
MEX,1824,MTY,1825
MEX,1824,MZT,1826
MEX,1824,OAX,1829
MEX,1824,PVR,1836
MEX,1824,REX,1839
MEX,1824,SAT,3621
MEX,1824,SJD,1840
MEX,1824,SJO,1885
MEX,1824,SNA,3867
MEX,1824,TAM,1848
MEX,1824,TGZ,1846
MEX,1824,TIJ,1847
MEX,1824,TRC,1845
MEX,1824,VER,1854
MEX,1824,VSA,1853
MEX,1824,ZCL,1855
MEX,1824,ZIH,1856
MEX,1824,ZLO,1858
MIA,3576,MEX,1824
MID,1819,MEX,1824
MTT,1822,MEX,1824
MTY,1825,CUN,1852
MTY,1825,GDL,1804
MTY,1825,LAS,3877
MTY,1825,MEX,1824
MTY,1825,SAT,3621
MTY,1825,TLC,1850
MZT,1826,MEX,1824
OAX,1829,MEX,1824
PVR,1836,MEX,1824
PVR,1836,TLC,1850
REX,1839,MEX,1824
SAT,3621,MEX,1824
SAT,3621,MTY,1825
SAT,3621,TLC,1850
SJD,1840,GDL,1804
SJD,1840,MEX,1824
SJD,1840,TLC,1850
SJO,1885,MEX,1824
SNA,3867,GDL,1804
SNA,3867,MEX,1824
TAM,1848,MEX,1824
TGZ,1846,MEX,1824
TIJ,1847,GDL,1804
TIJ,1847,MEX,1824
TIJ,1847,TLC,1850
TLC,1850,ACA,1783
TLC,1850,CUN,1852
TLC,1850,LAS,3877
TLC,1850,MTY,1825
TLC,1850,PVR,1836
TLC,1850,SAT,3621
TLC,1850,SJD,1840
TLC,1850,TIJ,1847
TLC,1850,ZIH,1856
TRC,1845,MEX,1824
VER,1854,MEX,1824
VSA,1853,MEX,1824
ZCL,1855,MEX,1824
ZIH,1856,MEX,1824
ZIH,1856,TLC,1850
ZLO,1858,MEX,1824
DEL,3093,KBL,2050
DXB,2188,KBL,2050
HEA,2048,KBL,2050
ISB,2223,KBL,2050
KBL,2050,DEL,3093
KBL,2050,DXB,2188
KBL,2050,HEA,2048
KBL,2050,ISB,2223
AYT,1688,ZRH,1678
BSL,4053,HRG,1130
HRG,1130,BSL,4053
HRG,1130,ZRH,1678
PRN,1742,ZRH,1678
RMF,4197,ZRH,1678
SSH,4057,ZRH,1678
ZRH,1678,AYT,1688
ZRH,1678,HRG,1130
ZRH,1678,PRN,1742
ZRH,1678,RMF,4197
ZRH,1678,SSH,4057
ADA,1685,HAJ,352
ADA,1685,STR,350
ADB,1706,CGN,344
AGP,1230,STR,350
AGP,1230,TXL,351
AMS,580,HAM,342
ARN,737,HAM,342
BCN,1218,CGN,344
BCN,1218,HAJ,352
BCN,1218,HAM,342
BCN,1218,STR,350
BEG,1739,STR,350
BHX,469,HAM,342
BHX,469,TXL,351
BLQ,1538,CGN,344
BLQ,1538,TXL,351
BRE,353,STR,350
BRI,1501,CGN,344
BRI,1501,STR,350
BRU,302,STR,350
BUD,1489,CGN,344
BUD,1489,HAM,342
BUD,1489,STR,350
CGN,344,BCN,1218
CGN,344,BLQ,1538
CGN,344,BRI,1501
CGN,344,BUD,1489
CGN,344,CTA,1509
CGN,344,DRS,338
CGN,344,EDI,535
CGN,344,ESB,1682
CGN,344,FCO,1555
CGN,344,FDH,382
CGN,344,FUE,1051
CGN,344,HAM,342
CGN,344,KLU,4322
CGN,344,LEJ,348
CGN,344,LHR,507
CGN,344,LIS,1638
CGN,344,LPA,1054
CGN,344,MAN,478
CGN,344,MXP,1524
CGN,344,NAP,1561
CGN,344,NCE,1354
CGN,344,NDR,5673
CGN,344,PMI,3998
CGN,344,PMO,1512
CGN,344,PRG,1587
CGN,344,RAK,1075
CGN,344,RLG,772
CGN,344,SAW,4317
CGN,344,SJJ,1646
CGN,344,SKG,1486
CGN,344,SPU,1206
CGN,344,STN,548
CGN,344,SZG,1612
CGN,344,TFS,1056
CGN,344,TLV,1590
CGN,344,TUN,287
CGN,344,TXL,351
CGN,344,VCE,1551
CGN,344,VIE,1613
CGN,344,VKO,2988
CGN,344,XRY,1226
CGN,344,ZAG,1208
CGN,344,ZRH,1678
CTA,1509,CGN,344
CTA,1509,STR,350
CTA,1509,TXL,351
DRS,338,CGN,344
DRS,338,STR,350
DTM,373,MUC,346
DTM,373,PMI,3998
DTM,373,SAW,4317
DUS,345,PRN,1742
EDI,535,CGN,344
ESB,1682,CGN,344
ESB,1682,HAJ,352
ESB,1682,HAM,342
ESB,1682,TXL,351
FCO,1555,CGN,344
FCO,1555,HAJ,352
FCO,1555,STR,350
FDH,382,CGN,344
FUE,1051,CGN,344
GVA,1665,HAM,342
GVA,1665,TXL,351
HAJ,352,ADA,1685
HAJ,352,BCN,1218
HAJ,352,ESB,1682
HAJ,352,FCO,1555
HAJ,352,MXP,1524
HAJ,352,PMI,3998
HAJ,352,PRN,1742
HAJ,352,SAW,4317
HAJ,352,STN,548
HAJ,352,STR,350
HAJ,352,TFS,1056
HAJ,352,VIE,1613
HAM,342,AMS,580
HAM,342,ARN,737
HAM,342,BCN,1218
HAM,342,BHX,469
HAM,342,BUD,1489
HAM,342,CGN,344
HAM,342,ESB,1682
HAM,342,GVA,1665
HAM,342,MAD,1229
HAM,342,MAN,478
HAM,342,MXP,1524
HAM,342,NUE,347
HAM,342,OSL,644
HAM,342,PMI,3998
HAM,342,PRN,1742
HAM,342,SAW,4317
HAM,342,STR,350
HAM,342,VIE,1613
KLU,4322,CGN,344
LEJ,348,CGN,344
LEJ,348,STR,350
LHR,507,CGN,344
LHR,507,STR,350
LIS,1638,CGN,344
LPA,1054,CGN,344
LPA,1054,STR,350
MAD,1229,HAM,342
MAN,478,CGN,344
MAN,478,HAM,342
MUC,346,DTM,373
MXP,1524,CGN,344
MXP,1524,HAJ,352
MXP,1524,HAM,342
MXP,1524,STR,350
NAP,1561,CGN,344
NCE,1354,CGN,344
NDR,5673,CGN,344
NUE,347,HAM,342
OSL,644,HAM,342
PMI,3998,CGN,344
PMI,3998,DTM,373
PMI,3998,HAJ,352
PMI,3998,HAM,342
PMI,3998,STR,350
PMI,3998,TXL,351
PMO,1512,CGN,344
PRG,1587,CGN,344
PRN,1742,DUS,345
PRN,1742,HAJ,352
PRN,1742,HAM,342
PRN,1742,STR,350
PRN,1742,TXL,351
RAK,1075,CGN,344
RLG,772,CGN,344
RLG,772,STR,350
SAW,4317,CGN,344
SAW,4317,DTM,373
SAW,4317,HAJ,352
SAW,4317,HAM,342
SAW,4317,STR,350
SAW,4317,TXL,351
SJJ,1646,CGN,344
SJJ,1646,STR,350
SKG,1486,CGN,344
SKG,1486,STR,350
SPU,1206,CGN,344
SPU,1206,STR,350
STN,548,CGN,344
STN,548,HAJ,352
STN,548,STR,350
STR,350,ADA,1685
STR,350,AGP,1230
STR,350,BCN,1218
STR,350,BEG,1739
STR,350,BRE,353
STR,350,BRI,1501
STR,350,BRU,302
STR,350,BUD,1489
STR,350,CTA,1509
STR,350,DRS,338
STR,350,FCO,1555
STR,350,HAJ,352
STR,350,HAM,342
STR,350,LEJ,348
STR,350,LHR,507
STR,350,LPA,1054
STR,350,MXP,1524
STR,350,PMI,3998
STR,350,PRN,1742
STR,350,RLG,772
STR,350,SJJ,1646
STR,350,SKG,1486
STR,350,SPU,1206
STR,350,STN,548
STR,350,TXL,351
STR,350,VIE,1613
STR,350,VKO,2988
STR,350,ZAG,1208
SZG,1612,CGN,344
TFS,1056,CGN,344
TFS,1056,HAJ,352
TLV,1590,CGN,344
TNG,1080,CGN,344
TUN,287,CGN,344
TXL,351,AGP,1230
TXL,351,BHX,469
TXL,351,BLQ,1538
TXL,351,CGN,344
TXL,351,CTA,1509
TXL,351,ESB,1682
TXL,351,GVA,1665
TXL,351,PMI,3998
TXL,351,PRN,1742
TXL,351,SAW,4317
TXL,351,STR,350
VCE,1551,CGN,344
VIE,1613,CGN,344
VIE,1613,HAJ,352
VIE,1613,HAM,342
VIE,1613,STR,350
VKO,2988,CGN,344
VKO,2988,STR,350
XRY,1226,CGN,344
ZAG,1208,CGN,344
ZAG,1208,STR,350
ZRH,1678,CGN,344
AKP,6712,FAI,3832
BTT,3417,AKP,6712
BTT,3417,CXF,7119
CEM,7116,IRC,7236
CIK,7105,FAI,3832
CIK,7105,FYU,3420
CXF,7119,AKP,6712
FAI,3832,BTT,3417
FAI,3832,CEM,7116
FAI,3832,CIK,7105
FAI,3832,FYU,3420
FAI,3832,MLY,7246
FAI,3832,RMP,7112
FAI,3832,SVS,
FAI,3832,TAL,7113
FAI,3832,WBQ,7115
FYU,3420,CIK,7105
FYU,3420,FAI,3832
IRC,7236,FAI,3832
MLY,7246,MNT,7110
MNT,7110,FAI,3832
RMP,7112,FAI,3832
SVS,,FAI,3832
SVS,,WBQ,7115
TAL,7113,FAI,3832
WBQ,7115,FAI,3832
WBQ,7115,SVS,
AKI,7217,TLT,7218
ATT,4385,KUK,7094
BET,3599,ATT,4385
BET,3599,EEK,7093
BET,3599,GNU,8202
BET,3599,KPN,7201
BET,3599,KWN,7206
BET,3599,KWT,7095
BET,3599,MLL,7097
BET,3599,NME,8199
BET,3599,WNA,
BET,3599,WTL,7099
CYF,6960,BET,3599
EEK,7093,BET,3599
EEK,7093,KWN,7206
GNU,8202,PTU,3430
KKH,7213,KWK,7096
KKI,,AKI,7217
KPN,7201,CYF,6960
KUK,7094,NUP,7212
KWK,7096,BET,3599
KWN,7206,BET,3599
KWN,7206,EEK,7093
KWT,7095,KKI,
MLL,7097,BET,3599
NME,8199,OOK,8200
NUP,7212,BET,3599
OOK,8200,TNK,8201
PKA,,BET,3599
PTU,3430,BET,3599
TLT,7218,BET,3599
TNK,8201,WWT,8203
WNA,,PKA,
WTL,7099,KKH,7213
WWT,8203,BET,3599
BOC,1865,SYQ,5848
GLF,1879,PJM,5847
GLF,1879,SYQ,5848
LIR,1881,SYQ,5848
LIR,1881,TNO,5844
MGA,1863,SYQ,5848
NOB,1884,SYQ,5848
PBP,5845,NOB,1884
PJM,5847,GLF,1879
PJM,5847,SYQ,5848
SYQ,5848,BOC,1865
SYQ,5848,GLF,1879
SYQ,5848,LIR,1881
SYQ,5848,MGA,1863
SYQ,5848,PJM,5847
SYQ,5848,TMU,6732
SYQ,5848,TNO,5844
SYQ,5848,TTQ,5842
SYQ,5848,XQP,1889
TMU,6732,NOB,1884
TNO,5844,LIR,1881
TNO,5844,SYQ,5848
TTQ,5842,SYQ,5848
XQP,1889,PMZ,1887
XQP,1889,SYQ,5848
ACC,248,KMS,5556
KMS,5556,ACC,248
EDL,1138,LOK,1143
EDL,1138,NBO,4059
JUB,1173,NBO,4059
KIS,1140,EDL,1138
KIS,1140,NBO,4059
LAU,1144,MYD,5694
LOK,1143,EDL,1138
MBA,1145,NBO,4059
MBA,1145,ZNZ,1186
MYD,5694,LAU,1144
MYD,5694,NBO,4059
NBO,4059,EDL,1138
NBO,4059,JUB,1173
NBO,4059,KIS,1140
NBO,4059,LOK,1143
NBO,4059,MBA,1145
NBO,4059,MYD,5694
NBO,4059,ZNZ,1186
ZNZ,1186,MBA,1145
ZNZ,1186,NBO,4059
BCD,2423,CEB,4206
BCD,2423,CGY,2400
BCD,2423,MNL,2397
BKI,3269,MNL,2397
BKK,3885,MNL,2397
BWN,3272,MNL,2397
BXU,4200,CEB,4206
BXU,4200,MNL,2397
CAN,3370,MNL,2397
CBO,2399,MNL,2397
CEB,4206,BCD,2423
CEB,4206,BXU,4200
CEB,4206,CGM,6012
CEB,4206,CGY,2400
CEB,4206,CRK,4140
CEB,4206,DGT,2425
CEB,4206,DPL,4201
CEB,4206,DVO,4090
CEB,4206,GES,6011
CEB,4206,HKG,3077
CEB,4206,IAO,
CEB,4206,ICN,3930
CEB,4206,ILO,2429
CEB,4206,LGP,4203
CEB,4206,MBT,6025
CEB,4206,MNL,2397
CEB,4206,MPH,4002
CEB,4206,OZC,4204
CEB,4206,PAG,2401
CEB,4206,PPS,2433
CEB,4206,PUS,2372
CEB,4206,SIN,3316
CEB,4206,SUG,6016
CEB,4206,TAC,2422
CEB,4206,USU,4199
CEB,4206,ZAM,2404
CGK,3275,MNL,2397
CGM,6012,CEB,4206
CGY,2400,BCD,2423
CGY,2400,CEB,4206
CGY,2400,DVO,4090
CGY,2400,ILO,2429
CGY,2400,MNL,2397
CGY,2400,ZAM,2404
CRK,4140,CEB,4206
CRK,4140,HKG,3077
CRK,4140,MFM,3121
CRK,4140,SIN,3316
CYZ,6733,MNL,2397
DGT,2425,CEB,4206
DGT,2425,MNL,2397
DPL,4201,CEB,4206
DPL,4201,DVO,4090
DPL,4201,MNL,2397
DPS,3940,MNL,2397
DVO,4090,CEB,4206
DVO,4090,CGY,2400
DVO,4090,DPL,4201
DVO,4090,ILO,2429
DVO,4090,KLO,2430
DVO,4090,MNL,2397
DVO,4090,PPS,2433
DVO,4090,ZAM,2404
DXB,2188,MNL,2397
GES,6011,CEB,4206
GES,6011,ILO,2429
GES,6011,MNL,2397
HAN,3199,MNL,2397
HKG,3077,CEB,4206
HKG,3077,CRK,4140
HKG,3077,ILO,2429
HKG,3077,MNL,2397
HKT,3179,MNL,2397
IAO,,CEB,4206
ICN,3930,CEB,4206
ICN,3930,MNL,2397
ILO,2429,CEB,4206
ILO,2429,CGY,2400
ILO,2429,DVO,4090
ILO,2429,GES,6011
ILO,2429,HKG,3077
ILO,2429,MNL,2397
ILO,2429,PPS,2433
ILO,2429,SIN,3316
ILO,2429,TAC,2422
KIX,3992,MNL,2397
KLO,2430,CEB,4206
KLO,2430,DVO,4090
KLO,2430,MNL,2397
KUL,3304,MNL,2397
LAO,4202,MNL,2397
LGP,4203,CEB,4206
LGP,4203,MNL,2397
MBT,6025,CEB,4206
MFM,3121,CRK,4140
MFM,3121,MNL,2397
MNL,2397,BCD,2423
MNL,2397,BKI,3269
MNL,2397,BKK,3885
MNL,2397,BWN,3272
MNL,2397,BXU,4200
MNL,2397,CAN,3370
MNL,2397,CBO,2399
MNL,2397,CEB,4206
MNL,2397,CGK,3275
MNL,2397,CGY,2400
MNL,2397,CYZ,6733
MNL,2397,DGT,2425
MNL,2397,DPL,4201
MNL,2397,DPS,3940
MNL,2397,DVO,4090
MNL,2397,DXB,2188
MNL,2397,GES,6011
MNL,2397,HAN,3199
MNL,2397,HKG,3077
MNL,2397,HKT,3179
MNL,2397,ICN,3930
MNL,2397,ILO,2429
MNL,2397,KIX,3992
MNL,2397,KLO,2430
MNL,2397,KUL,3304
MNL,2397,LAO,4202
MNL,2397,LGP,4203
MNL,2397,MFM,3121
MNL,2397,MPH,4002
MNL,2397,OZC,4204
MNL,2397,PAG,2401
MNL,2397,PEK,3364
MNL,2397,PPS,2433
MNL,2397,PUS,2372
MNL,2397,PVG,3406
MNL,2397,REP,3035
MNL,2397,RXS,6026
MNL,2397,SGN,3205
MNL,2397,SIN,3316
MNL,2397,SJI,2435
MNL,2397,SUG,6016
MNL,2397,TAC,2422
MNL,2397,TAG,3994
MNL,2397,TPE,2276
MNL,2397,TUG,6021
MNL,2397,USU,4199
MNL,2397,VRC,6022
MNL,2397,WNP,6018
MNL,2397,XMN,3383
MNL,2397,ZAM,2404
MPH,4002,CEB,4206
MPH,4002,MNL,2397
OZC,4204,CEB,4206
OZC,4204,MNL,2397
PAG,2401,CEB,4206
PAG,2401,MNL,2397
PEK,3364,MNL,2397
PPS,2433,CEB,4206
PPS,2433,DVO,4090
PPS,2433,ILO,2429
PPS,2433,MNL,2397
PUS,2372,CEB,4206
PUS,2372,MNL,2397
PVG,3406,MNL,2397
REP,3035,MNL,2397
RXS,6026,MNL,2397
SGN,3205,MNL,2397
SIN,3316,CEB,4206
SIN,3316,CRK,4140
SIN,3316,ILO,2429
SIN,3316,MNL,2397
SJI,2435,MNL,2397
SUG,6016,CEB,4206
SUG,6016,MNL,2397
TAC,2422,CEB,4206
TAC,2422,ILO,2429
TAC,2422,MNL,2397
TAG,3994,MNL,2397
TPE,2276,MNL,2397
TUG,6021,MNL,2397
TWT,,ZAM,2404
USU,4199,CEB,4206
USU,4199,MNL,2397
VRC,6022,MNL,2397
WNP,6018,MNL,2397
XMN,3383,MNL,2397
ZAM,2404,CEB,4206
ZAM,2404,CGY,2400
ZAM,2404,DVO,4090
ZAM,2404,MNL,2397
ZAM,2404,TWT,
ANU,2874,MNI,4146
MNI,4146,ANU,2874
ARH,4362,CSH,6110
ARH,4362,KSZ,6113
ARH,4362,LDG,7480
ARH,4362,LED,2948
ARH,4362,MMK,2949
ARH,4362,NNM,4371
ARH,4362,SVO,2985
ARH,4362,USK,4369
CSH,6110,ARH,4362
KSZ,6113,ARH,4362
LDG,7480,ARH,4362
LED,2948,ARH,4362
LED,2948,MMK,2949
LED,2948,SCW,2989
MMK,2949,ARH,4362
MMK,2949,LED,2948
MMK,2949,SVO,2985
MMK,2949,TOS,663
NNM,4371,ARH,4362
SCW,2989,LED,2948
SCW,2989,SVO,2985
SVO,2985,ARH,4362
SVO,2985,MMK,2949
SVO,2985,SCW,2989
TOS,663,MMK,2949
USK,4369,ARH,4362
IQQ,2649,SCL,2650
SCL,2650,CCP,2656
AEP,2442,MVD,2816
AEP,2442,PDP,6777
ASU,2699,MVD,2816
ASU,2699,STY,2817
EZE,3988,MVD,2816
MVD,2816,AEP,2442
MVD,2816,ASU,2699
MVD,2816,EZE,3988
MVD,2816,POA,2599
MVD,2816,STY,2817
PDP,6777,AEP,2442
POA,2599,MVD,2816
STY,2817,ASU,2699
STY,2817,MVD,2816
YBK,29,YCS,5487
YCB,32,YCO,37
YCB,32,YYH,183
YCB,32,YZF,196
YCO,37,YCB,32
YCO,37,YZF,196
YCS,5487,YBK,29
YCS,5487,YRT,132
YCY,40,YFB,55
YCY,40,YIO,75
YEG,49,YZF,196
YEK,50,YXN,5534
YEK,50,YYQ,187
YEV,54,YVQ,155
YFB,55,YCY,40
YFB,55,YGT,5495
YFB,55,YOW,100
YFB,55,YRT,132
YFB,55,YTE,140
YFB,55,YUX,148
YFB,55,YXP,170
YGT,5495,YFB,55
YGT,5495,YIO,75
YGT,5495,YUX,148
YHK,69,YYH,183
YHK,69,YZF,196
YIO,75,YCY,40
YIO,75,YGT,5495
YOW,100,YFB,55
YRT,132,YCS,5487
YRT,132,YEK,50
YRT,132,YFB,55
YRT,132,YXN,5534
YRT,132,YYQ,187
YRT,132,YZF,196
YTE,140,YFB,55
YTH,141,YYQ,187
YUT,147,YYQ,187
YUX,148,YFB,55
YUX,148,YGT,5495
YVM,152,YXP,170
YVQ,155,YEV,54
YVQ,155,YZF,196
YWG,160,YRT,132
YXN,5534,YEK,50
YXN,5534,YRT,132
YXP,170,YFB,55
YXP,170,YVM,152
YYH,183,YCB,32
YYH,183,YHK,69
YYQ,187,YEK,50
YYQ,187,YRT,132
YYQ,187,YTH,141
YYQ,187,YWG,160
YZF,196,YCB,32
YZF,196,YCO,37
YZF,196,YEG,49
YZF,196,YHK,69
YZF,196,YRT,132
YZF,196,YVQ,155
YZF,196,YYH,183
YZS,41,YUT,147
AMD,2994,BLR,3131
AMD,2994,BOM,2997
AMD,2994,CCU,3043
AMD,2994,DEL,3093
AMD,2994,GOI,3007
AMD,2994,HYD,3141
AMD,2994,JAI,3098
AMD,2994,MAA,3144
AMD,2994,PNQ,3017
BBI,3042,BOM,2997
BBI,3042,CCU,3043
BBI,3042,DEL,3093
BBI,3042,HYD,3141
BBI,3042,VTZ,3066
BDQ,3001,BOM,2997
BDQ,3001,DEL,3093
BKK,3885,CCU,3043
BKK,3885,DEL,3093
BLR,3131,AMD,2994
BLR,3131,BOM,2997
BLR,3131,CCU,3043
BLR,3131,COK,3136
BLR,3131,DEL,3093
BLR,3131,GAU,6173
BLR,3131,GOI,3007
BLR,3131,HYD,3141
BLR,3131,JAI,3098
BLR,3131,LKO,3105
BLR,3131,MAA,3144
BLR,3131,NAG,3015
BLR,3131,PNQ,3017
BLR,3131,TRV,3153
BOM,2997,AMD,2994
BOM,2997,BBI,3042
BOM,2997,BDQ,3001
BOM,2997,BLR,3131
BOM,2997,CCU,3043
BOM,2997,CJB,3135
BOM,2997,COK,3136
BOM,2997,DEL,3093
BOM,2997,DXB,2188
BOM,2997,GOI,3007
BOM,2997,HYD,3141
BOM,2997,IDR,3008
BOM,2997,IXC,3089
BOM,2997,IXJ,3100
BOM,2997,JAI,3098
BOM,2997,LKO,3105
BOM,2997,MAA,3144
BOM,2997,MCT,2194
BOM,2997,NAG,3015
BOM,2997,PAT,3061
BOM,2997,SXR,3112
BOM,2997,TRV,3153
BOM,2997,VTZ,3066
CCU,3043,AMD,2994
CCU,3043,BBI,3042
CCU,3043,BKK,3885
CCU,3043,BLR,3131
CCU,3043,BOM,2997
CCU,3043,DEL,3093
CCU,3043,DIB,6443
CCU,3043,GAU,6173
CCU,3043,HYD,3141
CCU,3043,IMF,3050
CCU,3043,IXA,3038
CCU,3043,JAI,3098
CCU,3043,MAA,3144
CCU,3043,NAG,3015
CCU,3043,PAT,3061
CCU,3043,RPR,3020
CJB,3135,BOM,2997
CJB,3135,DEL,3093
CJB,3135,HYD,3141
CJB,3135,MAA,3144
COK,3136,BLR,3131
COK,3136,BOM,2997
COK,3136,DEL,3093
COK,3136,DXB,2188
COK,3136,HYD,3141
COK,3136,MAA,3144
COK,3136,TRV,3153
DEL,3093,AMD,2994
DEL,3093,BBI,3042
DEL,3093,BDQ,3001
DEL,3093,BKK,3885
DEL,3093,BLR,3131
DEL,3093,BOM,2997
DEL,3093,CCU,3043
DEL,3093,CJB,3135
DEL,3093,COK,3136
DEL,3093,DXB,2188
DEL,3093,GAU,6173
DEL,3093,GOI,3007
DEL,3093,HYD,3141
DEL,3093,IDR,3008
DEL,3093,IXJ,3100
DEL,3093,IXR,3063
DEL,3093,KTM,3125
DEL,3093,LKO,3105
DEL,3093,MAA,3144
DEL,3093,NAG,3015
DEL,3093,PAT,3061
DEL,3093,PNQ,3017
DEL,3093,RPR,3020
DEL,3093,SXR,3112
DIB,6443,CCU,3043
DXB,2188,BOM,2997
DXB,2188,COK,3136
DXB,2188,DEL,3093
DXB,2188,HYD,3141
DXB,2188,MAA,3144
DXB,2188,TRV,3153
GAU,6173,BLR,3131
GAU,6173,CCU,3043
GAU,6173,DEL,3093
GAU,6173,IMF,3050
GAU,6173,IXA,3038
GOI,3007,AMD,2994
GOI,3007,BLR,3131
GOI,3007,BOM,2997
GOI,3007,DEL,3093
HYD,3141,AMD,2994
HYD,3141,BBI,3042
HYD,3141,BLR,3131
HYD,3141,BOM,2997
HYD,3141,CCU,3043
HYD,3141,CJB,3135
HYD,3141,COK,3136
HYD,3141,DEL,3093
HYD,3141,DXB,2188
HYD,3141,JAI,3098
HYD,3141,MAA,3144
HYD,3141,PNQ,3017
HYD,3141,RPR,3020
HYD,3141,VTZ,3066
IDR,3008,BOM,2997
IDR,3008,DEL,3093
IDR,3008,NAG,3015
IDR,3008,RPR,3020
IMF,3050,CCU,3043
IMF,3050,GAU,6173
IMF,3050,IXA,3038
IXA,3038,CCU,3043
IXA,3038,GAU,6173
IXA,3038,IMF,3050
IXC,3089,BOM,2997
IXJ,3100,DEL,3093
IXJ,3100,SXR,3112
IXR,3063,BOM,2997
IXR,3063,DEL,3093
IXR,3063,PAT,3061
JAI,3098,AMD,2994
JAI,3098,BLR,3131
JAI,3098,BOM,2997
JAI,3098,CCU,3043
JAI,3098,HYD,3141
KTM,3125,DEL,3093
LKO,3105,BLR,3131
LKO,3105,BOM,2997
LKO,3105,DEL,3093
LKO,3105,PAT,3061
MAA,3144,AMD,2994
MAA,3144,BLR,3131
MAA,3144,BOM,2997
MAA,3144,CCU,3043
MAA,3144,CJB,3135
MAA,3144,COK,3136
MAA,3144,DEL,3093
MAA,3144,DXB,2188
MAA,3144,HYD,3141
MAA,3144,PNQ,3017
MAA,3144,SIN,3316
MAA,3144,TRV,3153
MAA,3144,VTZ,3066
MCT,2194,BOM,2997
NAG,3015,BLR,3131
NAG,3015,BOM,2997
NAG,3015,CCU,3043
NAG,3015,DEL,3093
NAG,3015,IDR,3008
NAG,3015,PNQ,3017
PAT,3061,CCU,3043
PAT,3061,DEL,3093
PAT,3061,IXR,3063
PAT,3061,LKO,3105
PNQ,3017,AMD,2994
PNQ,3017,BLR,3131
PNQ,3017,DEL,3093
PNQ,3017,HYD,3141
PNQ,3017,MAA,3144
PNQ,3017,NAG,3015
RPR,3020,CCU,3043
RPR,3020,DEL,3093
RPR,3020,HYD,3141
RPR,3020,IDR,3008
SIN,3316,MAA,3144
SXR,3112,BOM,2997
SXR,3112,DEL,3093
SXR,3112,IXJ,3100
TRV,3153,BLR,3131
TRV,3153,BOM,2997
TRV,3153,COK,3136
TRV,3153,DXB,2188
TRV,3153,MAA,3144
VTZ,3066,BBI,3042
VTZ,3066,BOM,2997
VTZ,3066,HYD,3141
VTZ,3066,MAA,3144
ETH,1594,SDV,1605
ETH,1594,TLV,1590
FCO,1555,TLV,1590
SDV,1605,ETH,1594
SXF,337,TLV,1590
TLV,1590,ETH,1594
TLV,1590,FCO,1555
TLV,1590,SXF,337
CPH,609,SGD,619
SGD,619,CPH,609
YEV,54,YHI,68
YEV,54,YPC,4244
YEV,54,YSY,139
YEV,54,YUB,145
YEV,54,ZFM,206
